Jan Strangin karttatieto Tietoja vanhoista suomalaisista kartoista: topografikartoista, pitäjänkartoista, taloudellisista kartoista. Vanhoja karttoja myös kaupan.	<http://urn.fi/URN:NBN:fi:au:ykl:92>
Snellman-kesäyliopisto Snellman-yliopiston koulutuspaikat, opetustarjonta ja tutkinnot.	<http://urn.fi/URN:NBN:fi:au:ykl:38.41>
Akupunktio Suomen fysioterapeuttien akupunktuuriyhdistyksen sivulla kerrotaan akupunktion historiasta, hoitokohteista, vaikutusmekanismista ja käytöstä. Jäsenluettelossa on hoitajien yhteystietoja paikkakunnittain.	<http://urn.fi/URN:NBN:fi:au:ykl:59.411>
Rosen-Terapia Sivuilla kerrotaan mitä on Rosen-kehoterapia, miten se vaikuttaa ja keille se sopii. Yhdistyksen toiminnan lyhyt esittely, luettelo kaikista Suomessa valmistuneista terapeuteista ja heidän yhteystietonsa. Tietoa siitä missä voi opiskella Rosenterapeutiksi ja mitkä ovat valmistumisen minimivaatimukset.	<http://urn.fi/URN:NBN:fi:au:ykl:59.41>
Saaristomeri Alueen esittely, historiaa, luonto, matkailua, kalastusmahdollisuudet...	<http://urn.fi/URN:NBN:fi:au:ykl:42.1>
Astro.fi Seppo Tanhua selvittää astrologian peruskäsitteitä sekä horoskooppeja. Sivustossa on myös artikkeleita, blogeja sekä lista auttajista.	<http://urn.fi/URN:NBN:fi:au:ykl:15.91>
Buildings of Ireland Sivustolla esittellään Irlannin rakennusperintökartoituksen tuloksia. Se sisältää tietoa ja kuvia rakennuksista maakunnittain ryhmiteltynä. Sivustoa täydennetään tutkimustyön edetessä.	<http://urn.fi/URN:NBN:fi:au:ykl:72.9>
Amanita Sivuilla esitellään Oy Amanita Ltd.:n tuotantoa, sekä sen johtohahmojen Kaari Utrion ja Kai Linnilän elämää ja tuotantoa.	<http://urn.fi/URN:NBN:fi:au:ykl:00.6>
Collectors.com - The Ultimate Collectors Destination Rahat, postimerkit, nimikirjoitukset, urheilu	<http://urn.fi/URN:NBN:fi:au:ykl:79.86>
Valtiontalous Valtionvarainministeriön sivuilta löytyy tietoa valtion budjettitalouteen liittyvistä toimenpiteistä ja päätöksenteosta.	<http://urn.fi/URN:NBN:fi:au:ykl:36.5>
Viittomakieli : Viittomakielet ja viittomakieliset Perustiedot viittomakielestä ja sen käytöstä. Sivulla kerrotaan lisäksi viittomakielen asemasta sekä sen opiskelusta.	<http://urn.fi/URN:NBN:fi:au:ykl:89.999>
Lintuvalokuvaus Harri Väinölä Sivulla on kuvia ja englanninkielisiä esseitä lintujen kuvaamisesta. Kuvagalleriassa on lintuja Suomesta, Intiasta ja Kreikasta.	<http://urn.fi/URN:NBN:fi:au:ykl:75.71>
Rautalammin kunta Rautalammin kunnan kotisivu, joka sisältää tietoa kunnan organisaatiosta, palveluista, yritystoiminnasta, tapahtumista sekä matkailuinformaatiota ja karttoja. Sivuilla on tietoa myös kunnan kouluista ja seudun vaellusreiteistä. Sivuilla on luettavissa Rautalammin kunna ympäristöohjelma.	<http://urn.fi/URN:NBN:fi:au:ykl:42.62>
Routledge Julkaisee laadukasta tieteellistä kirjallisuutta, lehtiä ja verkkoaineistoa. Kirjat esitellään sivulla laajasti, ja niitä voi myös tilata.	<http://urn.fi/URN:NBN:fi:au:ykl:00.6>
MTV Latinalainen Amerikka	<http://urn.fi/URN:NBN:fi:au:ykl:07.22>
FantasyCars.com Ferrarin Enzo, Ford Mustang, Aston Martin... Sisältää kuvia ja juttuja tavallista hulppeammista kulkupeleistä.	<http://urn.fi/URN:NBN:fi:au:ykl:62.511>
Restaurointi.net Tietoa restauroinnista ja restaurointikillan toiminnasta. Sivuilla esitellään ammattilaisia ja osaajia eri restaurointialan hankkeisiin. Restaurointi-osassa sanasto ja lyhyt tyylihistoria. Palvelusivut vain rekisteröityneille.	<http://urn.fi/URN:NBN:fi:au:ykl:66.4>
Wing of Madness: A Depression Guide Tietoa masennuksesta ja sitä lähellä olevista mielenterveyshäiriöistä	<http://urn.fi/URN:NBN:fi:au:ykl:59.56>
Suomen Merimies-Unioni Suomen Merimies-Unionin, SM-U:n, sivuilta voi tutkia unionin jäsenyyteen liittyviä asioita, tietopaketteja edunvalvonnasta ja työsuojelusta sekä koulutusasioita. Sivustossa on erillinen kokonaisuus nuorille ja opiskelijoille.	<http://urn.fi/URN:NBN:fi:au:ykl:36.133>
Kainuu.fi: Koko Kainuu verkossa Maakuntasivusto esittelee palveluita, tapahtumia, toimintaa ja ympäristöä sekä asukkaille että matkailijoille.	<http://urn.fi/URN:NBN:fi:au:ykl:42.9> <http://urn.fi/URN:NBN:fi:au:ykl:42.8> <http://urn.fi/URN:NBN:fi:au:ykl:42.7>
Haasteena haastattelu: Puheviestinnän oppimateriaali Haasteena haastattelusta on www-oppimateriaali, jossa käsitellään haastattelua viestintätilanteena. Lähtökohtana on journalistinen haastattelu, lisäksi tarkastellaan organisaation työpaikkahaastattelua. Oppimateriaali soveltuu laajasti erilaisten oppilaitosten opetukseen, esimerkiksi journalistiikan, puheviestinnän ja yhteisöviestinnän perusopintoihin niin yliopistoissa kuin kansanopistoissakin.	<http://urn.fi/URN:NBN:fi:au:ykl:77.2> <http://urn.fi/URN:NBN:fi:au:ykl:07.1>
Riika.net Tietoa kaupungin arkkitehtuurista, nähtävyyksistä, vapaa-ajan viettomahdollisuuksista sekä turisti-infoa. Suurimmaksi osaksi suomenkielinen, mutta esim. arkkitehtuuriosio on englanniksi.	<http://urn.fi/URN:NBN:fi:au:ykl:47.22>
Kasvis Kokki Kolmosen kasvisruoissa käytetään paljon suomalaisia, tuttuja kasviksia ja juureksia.	<http://urn.fi/URN:NBN:fi:au:ykl:68.22>
Home Rabbit Society Lähes täydellinen aiheenmukainen linkkihakemisto kaniineista.	<http://urn.fi/URN:NBN:fi:au:ykl:67.455>
Game informer : pelitietoa Verkkolehti peleistä. Sivuilla löytyy peliohjeita, huijauskoodeja, uusimpien pelien esittely, keskustelukanava ja imuroitavia pelejä.	<http://urn.fi/URN:NBN:fi:au:ykl:79.81>
Viestintä monikulttuurisessa maailmassa Sivusto tutustuttaa kulttuurienvälisen viestinnän ja monikulttuurisuuden opetukseen, tutkimukseen ja julkaisuihin Suomessa ja ulkomailla. Se on tarkoitettu viestinnän opiskelijoille ja ammattilaisille sekä monikulttuurisuudesta kiinnostuneille. Jyväskylän yliopiston Viestintätieteiden laitoksen tuottama.	<http://urn.fi/URN:NBN:fi:au:ykl:07>
Keraamikko Sarita Mäkinen Kuvia taiteilijan uniikkikeramiikasta	<http://urn.fi/URN:NBN:fi:au:ykl:76.3>
Dark Lyrics Laaja metal-sanoitusten arkisto.	<http://urn.fi/URN:NBN:fi:au:ykl:78.31>
Energy Tutorial Yleiskatsaus erilaisiin energialähteisiin. Myös eri energiamuotojen ympäristövaikutuksista ja tulevaisuuden näkymistä.	<http://urn.fi/URN:NBN:fi:au:ykl:60.8>
Topics The Economist-lehden artikkeleita, taustatietoa, ennusteita, tilastoja ja uutisotsikoita 60 maasta.	<http://urn.fi/URN:NBN:fi:au:ykl:36> <http://urn.fi/URN:NBN:fi:au:ykl:36.6>
Oulun Rantasaunaseura ry Seuran sivulla on toimintatietojen lisäksi artikkeli Oulun yleisistä saunoista ja linkkejä muille suomalaista saunakulttuuria esitteleville sivuille.	<http://urn.fi/URN:NBN:fi:au:ykl:59.32> <http://urn.fi/URN:NBN:fi:au:ykl:66.35>
Pirkanmaan ammattikorkeakoulun kirjasto, PIRKKA	<http://urn.fi/URN:NBN:fi:au:ykl:01.8>
Puupakkausten kierrätys Tietoa puupakkausten kierrätyksestä ja vastaanottopaikoista.	<http://urn.fi/URN:NBN:fi:au:ykl:66.94>
Nomads by choice Washington Postin kirjoitussarja tuaregien elintavoista.	<http://urn.fi/URN:NBN:fi:au:ykl:48.25>
Council of Europe Publishing Euroopan Neuvoston kustantamon teokset käsittelevät mm. lainsäädäntöä, ihmisoikeuksia, terveydenhoitoa, sosiaalisia kysymyksiä, ympäristöongelmia, demografiaa, koulutusta, demokratiaa, kulttuuria, urheilua, tietoliikennettä ja tiedotusvälineitä, taloutta, Euroopan alueita, politiikkaa ja kansainvälisiä suhteita. Teoksia voi ostaa verkkokaupasta.	<http://urn.fi/URN:NBN:fi:au:ykl:00.6>
Abyss (The) : the complete unofficial Slayer fan site Slayer-yhtyeen epävirallinen fanisivusto sisältää paitsi tietoa ja kuvia yhtyeestä, myös kappaleiden tekstejä ja tabulatuureja, multimediaa, linkkejä ja foorumin.	<http://urn.fi/URN:NBN:fi:au:ykl:78.89112>
ARX Lasten ja nuorten kulttuurikeskus ARX yhdistää hämeenlinnalaiset lastenkulttuurin tekijät. Arx on talo, ja se on myös tekijöiden verkosto.	<http://urn.fi/URN:NBN:fi:au:ykl:06.8>
Poverty Maailmanpankin ylläpitämä sivusto sisältää runsaasti köyhyyttä käsittelevää materiaalia: tilastotietoa, analyysejä ja raportteja.	<http://urn.fi/URN:NBN:fi:au:ykl:36.68>
Kadonneet ja talteen otetut lemmikit Palvelu, jossa voi etsiä karannutta lemmikkieläintään. Karkurit.fi-sivuille voi ilmoittaa sekä kadonneista että löytyneistä eläimistä. Sivuilla annetaan myös ohjeita kadonneen eläimen etsimiseen ja irrallaan olevan eläimen kiinniottamiseen.	<http://urn.fi/URN:NBN:fi:au:ykl:67.45>
Kemiönsaari Kemiösaaren kotisivut sisältävät perustiedot kunnasta. Tietoa löytyy kunnan organisaatiosta, elinkeinoelämästä, palveluista ja alueen yrityksistä ja yhdistyksistä.	<http://urn.fi/URN:NBN:fi:au:ykl:42.1>
EAA - Emergence of Advertising in America: 1850 - 1920 Mainonnan ja kulutuskulttuurin historiaa Amerikasta. Sivusto sisältää lähes 10000 mainoskuvaa, selattavissa aiheittain tai haettavissa hakusanoilla.	<http://urn.fi/URN:NBN:fi:au:ykl:69.35>
ifilm - Streaming Independent Film Riippumattomien filmintekijöiden tuotannolle omistetulla sivulla on uutisia, arvosteluja, Top 10 Watched sekä haku saitin omasta leffatietokannasta genren, paikkakunnan (USA-International) ja kategorian mukaan.	<http://urn.fi/URN:NBN:fi:au:ykl:77.4>
Organisation for the Prohibition of Chemical Weapons Sivulla on luotettavaa tietoa kemiallisista aseista, niiden vaikutuksista, suojautumisesta ja niiden käytön kieltävistä sopimusneuvotteluista, sopimusteksti sekä tietoa OPCW:stä. Sivusto on monikielinen.	<http://urn.fi/URN:NBN:fi:au:ykl:32.7>
Offspring Yhtyeen viralliset kotisivut sisältävät tietoa mm. bändin historiasta, levyistä, keikoista ja videoista.	<http://urn.fi/URN:NBN:fi:au:ykl:78.8911>
Nuortti Kehäkettu Manfred ja kaksi amatööriä Urho Kekkosen kansallispuistossa, Nuorttijoen retkeilyreitillä.	<http://urn.fi/URN:NBN:fi:au:ykl:79.4>
Forgotten Camps (The) Luettelo ja kuvauksia keskitysleireistä. Luettelo yhtiöistä ja yrityksistä, jotka käyttivät keskitysleirivankeja orjatyövoimana. Silminnäkijöiden kertomuksia. Belgialaisen taiteilijan Fernand Van Horenin piirustuksia keskitysleiriltä. Sanasto. Linkkejä.	<http://urn.fi/URN:NBN:fi:au:ykl:32.2>
I.H.Ahaa ry Sisältää mm. artikkelin Elämää vanhan hevosen kanssa sekä muistinpanoja ja kokemuksia kursseilta.	<http://urn.fi/URN:NBN:fi:au:ykl:67.41>
Multia Multian kunnan kotisivu, joka sisältää tietoa kunnan organisaatiosta, palveluista, tapahtumista sekä matkailuinformaatiota ja karttoja. Sivuilla on tietoa myös kunnassa myynnissä olevista tonteista.	<http://urn.fi/URN:NBN:fi:au:ykl:42.45>
FOEX Indexes Ltd Tavaramerkkisuojattuja PIX- hintaindeksejä sellu-, painopaperi-, pakkaus- ja keräyspaperilajeille.	<http://urn.fi/URN:NBN:fi:au:ykl:36.22>
Amedeo Modigliani Studio Cleon esittelyssä on elämäkertatietoja, valikoima teoksia ja kirjallisuusluettelo.	<http://urn.fi/URN:NBN:fi:au:ykl:74.9134>
Galileo's Compass Keksinnön historia ja vertailua muihin kompasseihin. 3D-mallinnoksen avulla voi tutkia instrumenttia ja sen toimintaa. Simulaatio-osuudessa on tehtäviä, joita yritetään ratkaista kompassin avulla.	<http://urn.fi/URN:NBN:fi:au:ykl:53>
Chicago Tribune Uutislehti Chicagosta.	<http://urn.fi/URN:NBN:fi:au:ykl:05.4>
Feuerwerk.net Saksalainen Feuerwerk.net-sivusto sisältää paljon ja perusteellista tietoa ilotulituksista. Kuvia ja videoita ilotulitteista ja ilotulituksista. Ilotulitteiden tekniikka, rakenne ja kemia. Laaja ilotulitussanasto, alan ihmisten ja organisaatioiden sisältävä tietokanta. Samoin tietoa turvallisuudesta, ilotulituksen historiasta, kirjallisuusluettelo alan teoksista sekä keskustelupalsta ja tapahtumakalenteri.	<http://urn.fi/URN:NBN:fi:au:ykl:63.5> <http://urn.fi/URN:NBN:fi:au:ykl:79.9>
World Social Forum Tietoa World Social Forum -tapahtumista, järjestäjistä, taustasta ja organisaatiosta. WSF vastustaa globalisaatiota.	<http://urn.fi/URN:NBN:fi:au:ykl:36.6>
Tampereen polkupyöräilijät ry. Yhdistys toimii polkupyöräilyedellytysten parantamiseksi ja polkupyöräilymäärien lisäämiseksi Tampereella ja ympäristökunnissa. Sivuilla on pyöräilijän liikennesäännöt, asiaa pyöräilyn kehittämisestä Tampereella ja muuta pyöräilijää kiinnostavaa tietoa.	<http://urn.fi/URN:NBN:fi:au:ykl:79.19>
Eric Weisstein´s World of Chemistry Tietosanakirjan tapaan koostettu kokonaisuus kemiasta. Tieto löytyy joko aihepiireittäin selaamalla tai aakkosellisesta hakemistosta.	<http://urn.fi/URN:NBN:fi:au:ykl:54>
Alvar Aalto Lapissa Aalto suunnitteli Lappiin mm. Kemijärven kirkon korjaustyön, useita rakennuksia Rovaniemelle sekä karjalaishenkisiä hirsirakennuksia Kittilän Sirkkaan. Sivuilla on artikkeleita hänen työstään pohjoisessa.	<http://urn.fi/URN:NBN:fi:au:ykl:72.92>
Kymppi.net Tietokoneet, notebookit, tulostimet, monitorit, scannerit, sekä dataprojektorit	<http://urn.fi/URN:NBN:fi:au:ykl:61.4>
Ammattiosaaja Tietoa ammatillisista perustutkinnoista, koulutuksesta ja ammateista, kuukauden ammattilaisen esittely, kysymyksiä ja vastauksia ammatillisesta koulutuksesta sekä taitokilpailuista. Ammattiosaaja-lehden viimeisin numero on PDF-muodossa.	<http://urn.fi/URN:NBN:fi:au:ykl:38.8>
Jumbo Jumbon WWW-sivuilla on yli 20.000 shareware ja freeware ohjelmaa aihealoittain lajiteltuna: business, games, home, programming, utilities, words and graphics.	<http://urn.fi/URN:NBN:fi:au:ykl:61.3>
Eur-Lex: valmisteluasiakirjat Sivulta pääsee tutustumaan lainsäädännön valmisteluasiakirjoihin sekä muihin yleisesti kiinnostaviin EU:n toimielinten asiakirjoihin.	<http://urn.fi/URN:NBN:fi:au:ykl:32.51>
Kölner Dom Kölnin tuomiokirkko on saksalaisen täysgotiikan tärkein rakennus. Sivuilla on käytännöllistä informaatiota vierailijalle, historiaa ja virtuaalikierros. Kielet ovat saksa ja englanti.	<http://urn.fi/URN:NBN:fi:au:ykl:72.24>
Lypsylehmän ruokinta ja hoito Oppimateriaalissa kerrotaan lehmän vuosikierrosta, lypsystä, ruokinnasta ja terveydestä. Aineisto sisältää videoleikkeitä ja animaatioita.	<http://urn.fi/URN:NBN:fi:au:ykl:67.42> <http://urn.fi/URN:NBN:fi:au:ykl:67.4>
Amadeus Maailmanlaajuinen aikatauluhaku, myös Suomi on mukana. Valitse ajankohta, lähtökaupunki ja kohdekaupunki, saat lentoyhtiöiden reittiaikataulut, matkan keston ja tiedon vapaista paikoista.	<http://urn.fi/URN:NBN:fi:au:ykl:69.64>
Wikitravel Wikitravelia kootaan samaan tapaan kuin Wikipediaakin eli periaatteessa kuka tahansa voi luoda artikkelin ja muokata sitä. Englanninkieliseen sivustoon sisältyy yli 10 000 kirjoitusta eri puolilla maailmaa sijaitsevista kohteista. Jotkut artikkeleista ovat hyvin laajoja ja perusteellisia. Kuukauden määränpääksi valitaan aina yksi tunnettu matkakohde, ja niiden rinnalla esitellään esitellään myös vähemmän koluttuja paikkoja.	<http://urn.fi/URN:NBN:fi:au:ykl:40.71>
Quito Ecuadorin pääkaupunki, jonka vanha keskusta on Unescon maailmanperintökohde, esittäytyy kauniisti ja monipuolisesti.	<http://urn.fi/URN:NBN:fi:au:ykl:48.38>
Yritys-Suomi Verkkopalvelu pk-yrityksille, yrittäjille, yritysten kehittäjille ja yrittäjiksi aikoville. Sivuille on koottu pk-yrityksille tarkoitetut julkiset palvelut ja tuotteet yrityksen perustamiseen, kasvuun ja kehittämiseen.	<http://urn.fi/URN:NBN:fi:au:ykl:69.1>
Comprehensive Perl Archive Network CPAN Laaja ja kattava Perl-tiedon palvelu, myös haku (Jarkko Hietaniemi)	<http://urn.fi/URN:NBN:fi:au:ykl:61.3>
Suomen Verhoilijamestarien Liitto Verhoilijoiden yhteisiä ja yleisiä etuja valvovan liiton sivulla kerrotaan verhoilusta ja verhoilualan koulutuksesta. Liiton jäsenliikkeitä voi hakea alueittain. Huonkalukuvastoa voi käyttää apuna kustannusarvion pyytämisessä.	<http://urn.fi/URN:NBN:fi:au:ykl:65.4> <http://urn.fi/URN:NBN:fi:au:ykl:68.4>
Suomen Hopeasepät ry. Sivulla on jäsenten yhteystietoja, kolumni ja tapahtumat.	<http://urn.fi/URN:NBN:fi:au:ykl:76.4>
Automodels Automodels on auto- ja pienoismalliharrastajille suunnattu verkkokauppa.	<http://urn.fi/URN:NBN:fi:au:ykl:60.7>
Kaarle Knuutinpojan Jousiampujat ry. Sivustolla esitellään primitiiviaseet (jousi, nuoli, vipukeihäs, bumerangi, puhallusputki, linko, bola), niiden käyttöä ja valmistusta sekä käydään keskusteluja asianharrastajien kesken.	<http://urn.fi/URN:NBN:fi:au:ykl:79.17>
Pienehkö sivistyssanakirja Aakkosellinen luettelo yleisimmistä sivistyssanoista selityksineen. Sivuilla on myös yleistä tietoa sivistyssanoista - mitä ne ovat, oikeinkirjoituksesta, ääntämisestä. Lisäksi linkkejä datatekniikan sanastoihin.	<http://urn.fi/URN:NBN:fi:au:ykl:88.2>
Vampyrerna Hauskat ruotsalaiset sivut vampyyreihin liittyvistä uskomuksista.	<http://urn.fi/URN:NBN:fi:au:ykl:15.9>
Lodjaus Lodjauksen harrastajien sivusto. Lodjauksen ohjeet ja johtolangat suomalaisten lodjujen sijainnista.	<http://urn.fi/URN:NBN:fi:au:ykl:79.8>
Cutting Edge of Music Technology Syntetisaattorit, samplerit, MIDI ja SMPTE. Tietoa on, mutta sivut ovat luvalla sanoen hirveät.	<http://urn.fi/URN:NBN:fi:au:ykl:78.874>
Lämpö Videossa tutkitaan lämpöenergian johtumisesta eli lämmön siirtymisestä aineesta toiseen. Aiheeseen liittyy myös muita verkkomateriaaleja, esimerkiksi tehtäviä ja tietotesti.	<http://urn.fi/URN:NBN:fi:au:ykl:53.5>
Metsästäjän lakikirja Metsästäjän lakikirjan vuoden 2010 painoksen verkkoversio.	<http://urn.fi/URN:NBN:fi:au:ykl:33.42>
Kela - sairastaminen Sivulla mm. yleistä sairausvakuutuksesta, tietoa sairaanhoito-, lääke-, ja matkakorvauksista, sairauspäivärahasta ja ulkomailla sairastumisesta.	<http://urn.fi/URN:NBN:fi:au:ykl:59.5>
Home & Deco Sisustusalan verkkokauppa tarjoaa valmiita tuotekokonaisuuksia. Myynnissä kodintekstiilit ja oheistuotteet.	<http://urn.fi/URN:NBN:fi:au:ykl:68.4>
Lappeenrannan linnoitus Sivulla kuvataan Lappeenrannan linnoitusta ja sen historiaa.	<http://urn.fi/URN:NBN:fi:au:ykl:72.26>
Suomen Kasvatus- ja perheneuvontaliitto ry Sivuilla on tietoa liiton toiminnasta, koulutuksista, julkaisuista ja projekteista. Sivuille on koottu kasvatus- ja perheneuvoloiden hyviä työkäytäntöjä.	<http://urn.fi/URN:NBN:fi:au:ykl:37.4>
Järppilän kartano Sivuilla kerrotaan Taivassalossa sijaitsevan Järppilän kartanon historiasta ja matkailutapahtumiin painottuvasta nykypäivästä.	<http://urn.fi/URN:NBN:fi:au:ykl:92.81>
Suomen sodissa 1939-1945 menehtyneet Sota-arkiston tiedoista tehty tietokanta Suomen sodissa 1939-1945 kaatuneista, kadonneista tai sotavammoihin kuolleista. Tietokannassa on yli 94 000 henkilöä, joita voi etsiä sukunimen, etunimen, syntymä- tai kuolinajan mukaan tai kunnittain.	<http://urn.fi/URN:NBN:fi:au:ykl:99.2> <http://urn.fi/URN:NBN:fi:au:ykl:92.73> <http://urn.fi/URN:NBN:fi:au:ykl:99.3>
Doowop Nation 1940- ja 50-luvun lauluyhtyeisiin (doo wop) keskittynyt lehti. Vanhojen numeroiden artikkelit netissä.	<http://urn.fi/URN:NBN:fi:au:ykl:78.89214>
Tivoli Gröna Lund Gröna Lundin huvipuiston sivuilla on aukioloaikoja, yhteys- ja hintatietoja sekä laite-esittelyjä.	<http://urn.fi/URN:NBN:fi:au:ykl:79.9>
Barefoot Mandarin Hongkongin radio- ja tv-yhtiön verkkosivuilla on 60-osainen mandariinikiinan kurssi. Aiheet liittyvät arkipäivän asioihin: itsensä esittelyyn, kaupoissa ja ravintolassa asiointiin, rahanvaihtoon, matkustamiseen, puhelimessa puhumiseen ynnä muihin aloittelijalle tai turistille sopiviin aiheisiin. Ranskankielinen kurssi perustuu näihin materiaaleihin.	<http://urn.fi/URN:NBN:fi:au:ykl:89.943>
Finnepos - Magentum Magentum Oy:n aputoiminimi FinnEpos keskittyy hyvän, aikaansa peilaavan mutta myös aikaa kestävän suomalaisen kirjan julkistamiseen.	<http://urn.fi/URN:NBN:fi:au:ykl:00.6>
Stockholms Stad Tukholman kaupungin sivulta löytyvät kaupungin palvelut ja opastus asukkaille: työelämä, koulu ja päivähoito, kulttuuri, julkinen liikenne sekä vanhustenhuolto ja tuet.	<http://urn.fi/URN:NBN:fi:au:ykl:43.11>
Afot.net Ajatuksia luovuudesta, ajattelusta, ihmisestä ja elämästä	<http://urn.fi/URN:NBN:fi:au:ykl:10.8>
Syria Country Study Painetun kirjan nettiversio on hyvä esitys Syyrian historiasta, taloudesta, väestöstä ja yhteiskunnallisista oloista.	<http://urn.fi/URN:NBN:fi:au:ykl:48.11>
Kilpailuttaja.fi Kilpailuttaja.fi -palvelussa voi kilpailuttaa ja vertailla eri yhtiöiden autovakuutuksia, sähkösopimuksia ja matkapuhelinliittymiä. Palvelussa voi solmia uuden sopimuksen omilla pankkitunnuksilla.	<http://urn.fi/URN:NBN:fi:au:ykl:37.8>
Digitale Mozart-Edition Mozart-instituutin julkaisema sivusto sisältää Wolfgang Amadeus Mozartin kootut teokset. Teoksista on julkaistu nuotit sekä kuvaukset. Hakea voi eri tavoin: KV-numerolla, musiikin lajilla, sävellajilla, ilmestymisvuodella sekä hakusanoilla.	<http://urn.fi/URN:NBN:fi:au:ykl:78.991> <http://urn.fi/URN:NBN:fi:au:ykl:78>
Finlandia Junior -kirjallisuuspalkinto Suomen Kirjasäätiön jakama tunnustus ansiokkaalle suomalaiselle lasten- ja nuortenkirjalle. Uusimmat ehdokkaat ja edellisten vuosien voittajat ja ehdokkaat.	<http://urn.fi/URN:NBN:fi:au:ykl:86.11>
Oulun julkiset ulkoveistokset Oulun kaupungin ulkoveistosten esittely, jossa kustakin veistoksesta valokuva, sijaintitiedot ja taustatietoja, usein paitsi teoksesta myös sen tekijästä. Sekä taiteilijoista että veistoksista on aakkosellinen hakemisto, myös haku kartalta on mahdollista.	<http://urn.fi/URN:NBN:fi:au:ykl:73.92>
Moto-Ykkönen Suomalaisen moottoripyörälehden esittely ja lehden numeroiden sisällysluettelot vuodesta 1994.	<http://urn.fi/URN:NBN:fi:au:ykl:62.512>
Mikael-koulu Mikkelissä sijaitseva koulu on opetushallituksen alainen oppimis-, palvelu- ja kehittämiskeskus, joka tarjoaa opetusta ja opetuksen tukipalveluja kuuroille, huonokuuloisille, sisäkorvaistutteen saaneille, kielihäiriöisille ja usher-oppilaille esi-, perus- ja lukioasteella.	<http://urn.fi/URN:NBN:fi:au:ykl:37.233>
Suomen Sukututkimusseuran kirjaston tietokanta Suomen sukututkimusseuran kirjaston tietokanta. Kirjasto on Pohjoismaiden suurin suku- ja henkilöhistorian erikoiskirjasto.	<http://urn.fi/URN:NBN:fi:au:ykl:01.5>
Anvil Java Application Platform	<http://urn.fi/URN:NBN:fi:au:ykl:61.3>
JP-Kunnallissanomat Jalasjärvien ja Peräseinäjoen uutisia.	<http://urn.fi/URN:NBN:fi:au:ykl:05.4>
WordReference.com Kääntää englannista saksaan, ranskaan, espanjaan ja italiaan sekä päinvastoin. Antaa myös sanaselityksiä.	<http://urn.fi/URN:NBN:fi:au:ykl:87>
Hämeen ammattikorkeakoulu (HAMK) Tietoa HAMKista, linkit koulun eri yksiköiden (esim. Ammatillinen opettajakorkeakoulu) kotisivuille, yhteystiedot ja koulutusohjelmat. Täällä on myös opiskelijan linkkilista sekä Hämeen ammattikorkeakoulun virtuaalinen kirjakauppa, jonka kautta voi tutustua HAMKin tuotantoon ja ostaa HAMKin julkaisuja tai tilata HAMKin yleistä tiedotusmateriaalia.	<http://urn.fi/URN:NBN:fi:au:ykl:38.41>
C Programming Steve Holmes	<http://urn.fi/URN:NBN:fi:au:ykl:61.3>
Wien.at - Wiens web-service Wienin kaupungin julkaisemilla sivuilla on yleistä tietoa Wienin kaupungista: historiasta, liike-elämästä, hallinnosta, politiikasta, koulutuksesta, kulttuurista ja joukkoliikenteestä. Matkailijoille sivuilla on lisäksi tietoja nähtävyyksistä, majoituksesta ja tapahtumista.	<http://urn.fi/URN:NBN:fi:au:ykl:44.4>
Leipätiedotus Leipätiedotuksen kotisivu sisältää tietoa viljan ja leivän tuotannosta, viljatuotteiden merkityksestä ravitsemuksessa sekä viljatuotteiden käytöstä erikoisruokavalioissa.	<http://urn.fi/URN:NBN:fi:au:ykl:67.7>
National Gallery of Art Tour: Camille Pissarro, Vincent van Gogh, Paul Cézanne Jälki-impressionismin taiteilijoiden teosten kuvia.	<http://urn.fi/URN:NBN:fi:au:ykl:74.9133>
Pientalon perustusten korjaus Museoviraston korjausohje käsittelee puurunkoisten pientalojen luonnonkivestä ja paikallavaletusta betonista tehtyjen perustusten korjausta. Aiheita ovat maapohja, perustusvauriot, perustusten korjausmenetelmät, salaojitus, routasuojaus ja maapohjan kuivatus.	<http://urn.fi/URN:NBN:fi:au:ykl:66.4>
Flora of China Johdatus Kiinan kasvistoon sekä linkkejä lisätiedon lähteille.	<http://urn.fi/URN:NBN:fi:au:ykl:57.9>
Bibliotheca Augustana Bibliotheca Augustana on kattava kokoelma eurooppalaisia (latinan-, kreikan-, saksan-, englannin-, ranskan-, espanjan- ja italiankielisiä) tekstejä kokotekstiversioina varhaisimmista löydetyistä kirjoituksista nykyaikaan. Pääpaino materiaalissa on kuitenkin vanhoissa, historiallisissa kirjoituksissa ja kirjailijoissa.	<http://urn.fi/URN:NBN:fi:au:ykl:04>
New York City Hyvä opas aktiiviseen New York -lomaan sisältää myös hotellihaun.	<http://urn.fi/URN:NBN:fi:au:ykl:48.3121>
Kouvolan taidemuseo Kouvolan taidemuseon yhteystiedot, näyttelyt ja tilat.	<http://urn.fi/URN:NBN:fi:au:ykl:70.062>
Suihkumoottorit Sivusto esittelee suihkumoottorin alajärjestelmiä (FADEC-toiminto, kaasuturbiinin käynnistysjärjestelmä, suihkumoottorin mittarit ja indikaattorit, polttoainejärjestelmän laitteet...). Tietosisältöä täydentävät harjoitustehtävät, sanasto ja linkit.	<http://urn.fi/URN:NBN:fi:au:ykl:62>
